...1,binom,Word1,Word2,Alpha Probs,Nonalpha Probs,checkpoint,ProbAandB,log_odds,Alpha,Nonalpha,OverallFreq,Word1_freq,Word2_freq,Weird?,Form,Percept,Culture,Power,Intense,Icon,Freq,Len,Lapse,no_final_stress,GenPref,y_vals,num_tokens,n_billion_tokens,bigram1_alpha,bigram2_alpha,bigram1_nonalpha,bigram2_nonalpha,count_bigram1_alpha,count_bigram2_alpha,count_bigram1_nonalpha,count_bigram2_nonalpha,corpus_size,count_and,bigram_prob_alpha,bigram_prob_nonalpha,log_bigram_prob_alpha,log_bigram_prob_nonalpha,log_bigram_odds_ratio
63,forest and screwdriver,forest,screwdriver,-33.98046875,-31.740234375,step200000-tokens838B,0.0961951628320589,-2.240234375,forest and screwdriver,screwdriver and forest,0,73685641,2733340,yes,0,0,0,0,0,0,3.294283645,1,0,0,0.6120917518078585,0.45611335460257046,838B,838,forest and,and screwdriver,screwdriver and,and forest,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
64,slipper and volcano,slipper,volcano,-33.6640625,-31.7861328125,step200000-tokens838B,0.13262685493552193,-1.8779296875,slipper and volcano,volcano and slipper,0,1118544,6804199,yes,0,0,1,-1,-1,0,-1.805512082,1,0,0,0.5398950778258259,0.1599202651998474,838B,838,slipper and,and volcano,volcano and,and slipper,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
65,harmonica and microscope,harmonica,microscope,-31.701171875,-30.458984375,step200000-tokens838B,0.22405544923169468,-1.2421875,harmonica and microscope,microscope and harmonica,0,1359198,7785003,yes,0,0,0,0,0,0,-1.745304371,-1,-2,-1,0.43724742839241704,-0.25234081693175797,838B,838,harmonica and,and microscope,microscope and,and harmonica,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
66,cookbook and zenith,cookbook,zenith,-32.9658203125,-35.0263671875,step200000-tokens838B,0.8870089915514326,2.060546875,cookbook and zenith,zenith and cookbook,0,7003414,2247901,yes,0,1,1,0,0,0,1.136400853,0,1,1,0.7216705216910971,0.9527631078897986,838B,838,cookbook and,and zenith,zenith and,and cookbook,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
67,hammock and hydrogen,hammock,hydrogen,-32.5927734375,-37.1044921875,step200000-tokens838B,0.9891396689867226,4.51171875,hammock and hydrogen,hydrogen and hammock,0,2652599,20814788,yes,0,1,-1,0,0,0,-2.060123782,1,1,0,0.4097086868275882,-0.3651697789577366,838B,838,hammock and,and hydrogen,hydrogen and,and hammock,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
68,neuron and toaster,neuron,toaster,-33.515625,-34.76953125,step200000-tokens838B,0.7779753192320792,1.25390625,neuron and toaster,toaster and neuron,0,4244660,2894568,yes,0,-1,-1,0,0,0,0.3828258452,0,1,0,0.3086544654725901,-0.8064173322613784,838B,838,neuron and,and toaster,toaster and,and neuron,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
69,marshmallow and telescope,marshmallow,telescope,-32.46435546875,-32.3564453125,step200000-tokens838B,0.47304860904786517,-0.10791015625,marshmallow and telescope,telescope and marshmallow,0,2541363,8152575,yes,0,0,0,0,0,0,-1.165633277,0,-1,-1,0.43926162284748926,-0.24415925847749906,838B,838,marshmallow and,and telescope,telescope and,and marshmallow,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
70,casserole and optics,casserole,optics,-33.7987060546875,-33.49072265625,step200000-tokens838B,0.42360704459794174,-0.3079833984375,casserole and optics,optics and casserole,0,3588647,6974820,yes,0,1,0,0,0,0,-0.6645312697,-1,1,1,0.5567380190984357,0.22793381228995027,838B,838,casserole and,and optics,optics and,and casserole,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
71,encyclopedia and comet,encyclopedia,comet,-32.123046875,-29.60546875,step200000-tokens838B,0.07463503889650006,-2.517578125,encyclopedia and comet,comet and encyclopedia,0,10025067,3887981,yes,0,1,0,-1,0,0,0.9471986567,-4,-1,0,0.4197778461808315,-0.323685420355864,838B,838,encyclopedia and,and comet,comet and,and encyclopedia,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
72,nimbus and waffle,nimbus,waffle,-33.4404296875,-33.2841796875,step200000-tokens838B,0.4610167793123159,-0.15625,nimbus and waffle,waffle and nimbus,0,587749,3154327,yes,0,-1,-1,0,0,0,-1.680230454,0,0,0,0.3123693909163303,-0.7890653556027261,838B,838,nimbus and,and waffle,waffle and,and nimbus,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
73,photon and pumpkin,photon,pumpkin,-31.37890625,-32.466796875,step200000-tokens838B,0.7479843044691752,1.087890625,photon and pumpkin,pumpkin and photon,0,7096631,15686397,yes,0,-1,-1,0,0,0,-0.7931737393,0,1,1,0.36660370145289306,-0.5468148582413699,838B,838,photon and,and pumpkin,pumpkin and,and photon,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
74,lantern and syntax,lantern,syntax,-32.1640625,-31.099609375,step200000-tokens838B,0.256459376834781,-1.064453125,lantern and syntax,syntax and lantern,0,4902023,12562326,yes,0,1,1,0,0,0,-0.9410543579,0,-1,-1,0.6088106571896519,0.44231561614875736,838B,838,lantern and,and syntax,syntax and,and lantern,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
75,echo and vineyard,echo,vineyard,-34.701171875,-32.3134765625,step200000-tokens838B,0.08411581572037978,-2.3876953125,echo and vineyard,vineyard and echo,0,45064711,6846272,yes,0,-1,0,0,0,0,1.884395208,0,0,0,0.4835576118286375,-0.06579327599821186,838B,838,echo and,and vineyard,vineyard and,and echo,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
76,nebula and snowman,nebula,snowman,-32.9189453125,-32.5816650390625,step200000-tokens838B,0.41647028206389247,-0.3372802734375,nebula and snowman,snowman and nebula,0,2168144,1807152,yes,0,-1,-1,0,0,0,0.1821193766,-1,-2,-1,0.31978869903944857,-0.7547430244204432,838B,838,nebula and,and snowman,snowman and,and nebula,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
77,botany and teapot,botany,teapot,-33.311279296875,-31.483154296875,step200000-tokens838B,0.13846179056896438,-1.828125,botany and teapot,teapot and botany,0,2063328,1331484,yes,0,-1,-1,0,0,0,0.4380261035,-1,-2,-1,0.32456876933212936,-0.7328539094635536,838B,838,botany and,and teapot,teapot and,and botany,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
78,chisel and kaleidoscope,chisel,kaleidoscope,-35.4029541015625,-32.97564697265625,step200000-tokens838B,0.08111395269044983,-2.42730712890625,chisel and kaleidoscope,kaleidoscope and chisel,0,1285176,1118092,yes,0,0,0,1,0,0,0.1392720128,2,-1,-1,0.606341876540728,0.43196115403629465,838B,838,chisel and,and kaleidoscope,kaleidoscope and,and chisel,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
79,lava and teacup,lava,teacup,-32.068359375,-31.681640625,step200000-tokens838B,0.4045074437594968,-0.38671875,lava and teacup,teacup and lava,0,6111697,853094,yes,0,-1,-1,1,0,0,1.969090014,0,-1,-1,0.4052538218603504,-0.38362113172570267,838B,838,lava and,and teacup,teacup and,and lava,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
80,entropy and orchard,entropy,orchard,-33.1796875,-33.33203125,step200000-tokens838B,0.5380124478894484,0.15234375,entropy and orchard,orchard and entropy,0,8265645,5707498,yes,0,-1,-1,0,0,0,0.3703270191,-1,-1,0,0.3607134424465706,-0.5722689458512314,838B,838,entropy and,and orchard,orchard and,and entropy,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
81,axolotl and vineyard,axolotl,vineyard,-37.5386962890625,-33.440032958984375,step200000-tokens838B,0.01632394904821506,-4.098663330078125,axolotl and vineyard,vineyard and axolotl,0,204694,6846272,yes,0,1,0,0,0,0,-3.509943368,-2,0,0,0.41720901096043167,-0.3342412911524314,838B,838,axolotl and,and vineyard,vineyard and,and axolotl,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
82,clockwork and meadow,clockwork,meadow,-32.11328125,-32.591796875,step200000-tokens838B,0.6173973000187004,0.478515625,clockwork and meadow,meadow and clockwork,0,1808950,4852235,yes,0,-1,0,0,0,0,-0.9866928571,0,1,1,0.46381396503347755,-0.14499764661233416,838B,838,clockwork and,and meadow,meadow and,and clockwork,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
83,algebra and telescope,algebra,telescope,-29.21875,-29.72265625,step200000-tokens838B,0.623376874372945,0.50390625,algebra and telescope,telescope and algebra,0,17427385,2758,yes,0,-1,0,0,0,0,8.751292319,0,-2,-1,0.6339061674945562,0.5490112691776708,838B,838,algebra and,and telescope,telescope and,and algebra,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
84,arcade and topaz,arcade,topaz,-34.541015625,-36.138671875,step200000-tokens838B,0.8316905587926505,1.59765625,arcade and topaz,topaz and arcade,0,10059930,1032617,yes,0,0,0,0,0,0,2.27646385,0,0,0,0.5539486589377316,0.216637949170952,838B,838,arcade and,and topaz,topaz and,and arcade,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
85,asteroid and compass,asteroid,compass,-29.51171875,-29.373046875,step200000-tokens838B,0.46538747972464023,-0.138671875,asteroid and compass,compass and asteroid,0,3406257,8062871,yes,0,-1,0,1,0,0,-0.8616556621,-1,0,0,0.45179506992851065,-0.19342048511866783,838B,838,asteroid and,and compass,compass and,and asteroid,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
86,bicycle and nebula,bicycle,nebula,-33.6279296875,-33.0439453125,step200000-tokens838B,0.3580163052562437,-0.583984375,bicycle and nebula,nebula and bicycle,0,15875767,2168144,yes,0,1,1,0,0,0,1.990922357,0,0,0,0.7025518765090452,0.8594794090856206,838B,838,bicycle and,and nebula,nebula and,and bicycle,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
87,bungalow and entropy,bungalow,entropy,-34.6356201171875,-34.2822265625,step200000-tokens838B,0.4125597355220234,-0.3533935546875,bungalow and entropy,entropy and bungalow,0,2493634,8265645,yes,0,1,0,0,0,0,-1.198366684,0,2,1,0.535159628168448,0.14087101253338433,838B,838,bungalow and,and entropy,entropy and,and bungalow,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
88,carnation and gnome,carnation,gnome,-33.044921875,-35.59375,step200000-tokens838B,0.9274947475752818,2.548828125,carnation and gnome,gnome and carnation,0,555072,3256725,yes,0,0,0,0,0,0,-1.769379533,-2,-1,-1,0.35419904032183547,-0.6006323284325122,838B,838,carnation and,and gnome,gnome and,and carnation,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
89,cinnamon and harmonica,cinnamon,harmonica,-30.6796875,-32.302734375,step200000-tokens838B,0.8352149025818177,1.623046875,cinnamon and harmonica,harmonica and cinnamon,0,13557070,1359198,yes,0,0,1,0,0,0,2.300013363,1,0,0,0.6877106238596346,0.7894378990111537,838B,838,cinnamon and,and harmonica,harmonica and,and cinnamon,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
90,coral and syntax,coral,syntax,-29.80078125,-30.779296875,step200000-tokens838B,0.7268135846252497,0.978515625,coral and syntax,syntax and coral,0,12309424,12562326,yes,0,1,1,0,0,0,-0.0203371871,0,-1,-1,0.6273978494459996,0.5210696381260641,838B,838,coral and,and syntax,syntax and,and coral,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
91,dandelion and pendulum,dandelion,pendulum,-33.3251953125,-30.730224609375,step200000-tokens838B,0.06946279955985335,-2.594970703125,dandelion and pendulum,pendulum and dandelion,0,1562624,2662527,yes,0,0,0,0,0,0,-0.5329092123,-1,1,0,0.4085662807666531,-0.3698954665868709,838B,838,dandelion and,and pendulum,pendulum and,and dandelion,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
92,delirium and telescope,delirium,telescope,-32.2813720703125,-32.3909912109375,step200000-tokens838B,0.5273773759537936,0.109619140625,delirium and telescope,telescope and delirium,0,1927281,8152575,yes,0,-1,-1,0,1,0,-1.442223627,-1,-2,-1,0.29421372461065937,-0.8750060078917311,838B,838,delirium and,and telescope,telescope and,and delirium,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
93,anchors and sandstorms,anchors,sandstorms,-34.93695068359375,-34.01605224609375,step200000-tokens838B,0.2847748668392201,-0.9208984375,anchors and sandstorms,sandstorms and anchors,0,4024620,132208,yes,0,1,0,0,-1,0,3.415809335,0,-1,-1,0.593375245047994,0.3779362076900792,838B,838,anchors and,and sandstorms,sandstorms and,and anchors,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
94,scissors and volcanoes,scissors,volcanoes,-31.52734375,-30.4501953125,step200000-tokens838B,0.2540460275960493,-1.0771484375,scissors and volcanoes,volcanoes and scissors,0,5169136,2902130,yes,0,0,1,-1,0,0,0.5772606064,1,0,0,0.5944537532011891,0.3824080061439393,838B,838,scissors and,and volcanoes,volcanoes and,and scissors,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
95,equations and lanterns,equations,lanterns,-32.294677734375,-32.19921875,step200000-tokens838B,0.47615335953571153,-0.095458984375,equations and lanterns,lanterns and equations,0,27734850,2788354,yes,0,-1,0,0,0,0,2.297238288,-1,0,0,0.4544029876065766,-0.18289618847201025,838B,838,equations and,and lanterns,lanterns and,and equations,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
96,satellites and tulips,satellites,tulips,-31.466796875,-30.91796875,step200000-tokens838B,0.366136335659176,-0.548828125,satellites and tulips,tulips and satellites,0,7275409,1634883,yes,0,-1,0,0,0,0,1.492928789,-1,1,1,0.47868353387600177,-0.08531757970991471,838B,838,satellites and,and tulips,tulips and,and satellites,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
97,compasses and hedgehogs,compasses,hedgehogs,-32.00284194946289,-32.22126007080078,step200000-tokens838B,0.5543884785079977,0.21841812133789063,compasses and hedgehogs,hedgehogs and compasses,0,381535,703522,yes,0,-1,0,0,0,0,-0.6118965586,-1,-2,-1,0.4002821502016272,-0.4042896203260615,838B,838,compasses and,and hedgehogs,hedgehogs and,and compasses,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
98,comets and neckties,comets,neckties,-33.576171875,-38.41796875,step200000-tokens838B,0.9921689505465665,4.841796875,comets and neckties,neckties and comets,0,1747239,176271,yes,0,-1,0,1,0,0,2.293769523,0,-1,-1,0.5156250279548293,0.06252046890995688,838B,838,comets and,and neckties,neckties and,and comets,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
99,castles and headphones,castles,headphones,-29.5234375,-29.66015625,step200000-tokens838B,0.5341265462223722,0.13671875,castles and headphones,headphones and castles,0,4660868,13970646,yes,0,0,-1,1,0,0,-1.097756717,0,-1,-1,0.40202130737429853,-0.39705003162208785,838B,838,castles and,and headphones,headphones and,and castles,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
100,paperclips and pyramids,paperclips,pyramids,-33.991973876953125,-29.956878662109375,step200000-tokens838B,0.017376706638964682,-4.03509521484375,paperclips and pyramids,pyramids and paperclips,0,153183,2740592,yes,0,0,1,-1,0,0,-2.884295949,0,0,0,0.48348258896003526,-0.06609369383160849,838B,838,paperclips and,and pyramids,pyramids and,and paperclips,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
101,constellations and kettles,constellations,kettles,-35.95947265625,-33.221405029296875,step200000-tokens838B,0.06076409379944865,-2.738067626953125,constellations and kettles,kettles and constellations,0,1738409,680590,yes,0,-1,0,0,0,0,0.9377655371,-2,0,0,0.38898159391786385,-0.45159505714607223,838B,838,constellations and,and kettles,kettles and,and constellations,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
102,kaleidoscopes and whales,kaleidoscopes,whales,-31.319580078125,-31.89668655395508,step200000-tokens838B,0.6404013350477566,0.5771064758300817,kaleidoscopes and whales,whales and kaleidoscopes,0,70869,7442182,yes,0,-1,-1,-1,0,0,-4.654086262,-3,0,0,0.1467457616087833,-1.7603559785450262,838B,838,kaleidoscopes and,and whales,whales and,and kaleidoscopes,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
103,meadows and pianos,meadows,pianos,-31.2181396484375,-32.21484375,step200000-tokens838B,0.7304100723864159,0.9967041015625,meadows and pianos,pianos and meadows,0,5992006,1902404,yes,0,-1,-1,0,0,0,1.147307898,1,0,0,0.4025636013186267,-0.394794732344463,838B,838,meadows and,and pianos,pianos and,and meadows,NA,41800,225464,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
104,magnets and zebras,magnets,zebras,-29.529296875,-31.716796875,step200000-tokens838B,0.8991213772699435,2.1875,magnets and zebras,zebras and magnets,0,5125680,829702,yes,0,-1,1,0,0,0,1.820951878,0,0,0,0.5859262998388193,0.34715003577970655,838B,838,magnets and,and zebras,zebras and,and magnets,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
105,parrots and submarines,parrots,submarines,-30.075746536254883,-28.5380859375,step200000-tokens838B,0.1768756122580195,-1.5376605987548828,parrots and submarines,submarines and parrots,0,1701107,2404517,yes,0,1,0,-1,0,0,-0.3460698362,1,-1,-1,0.4918957789593159,-0.032419723395681777,838B,838,parrots and,and submarines,submarines and,and parrots,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
106,crayons and jungles,crayons,jungles,-30.090087890625,-33.4609375,step200000-tokens838B,0.96678098762219,3.370849609375,crayons and jungles,jungles and crayons,0,1861354,1397754,yes,0,1,1,0,0,0,0.2864375172,0,0,0,0.671214989130797,0.7136854119812109,838B,838,crayons and,and jungles,jungles and,and crayons,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
107,harbor and teapot,harbor,teapot,-31.3465576171875,-29.707763671875,step200000-tokens838B,0.16262923745558114,-1.6387939453125,harbor and teapot,teapot and harbor,0,17241253,1331484,yes,0,-1,0,0,0,0,2.561010833,0,-1,-1,0.45653641248919524,-0.17429424667371185,838B,838,harbor and,and teapot,teapot and,and harbor,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
108,notebook and quicksand,notebook,quicksand,-35.427734375,-33.001953125,step200000-tokens838B,0.08122775599781697,-2.42578125,notebook and quicksand,quicksand and notebook,0,13730144,501713,yes,0,0,1,-1,0,0,3.309320744,0,0,0,0.61388693631009,0.4636805306848269,838B,838,notebook and,and quicksand,quicksand and,and notebook,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
109,glacier and lantern,glacier,lantern,-30.021240234375,-29.38031005859375,step200000-tokens838B,0.34503630216567927,-0.64093017578125,glacier and lantern,lantern and glacier,0,6518648,4902023,yes,0,-1,0,0,0,0,0.2850190154,0,0,0,0.44952334747598166,-0.202596750307873,838B,838,glacier and,and lantern,lantern and,and glacier,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
110,microscope and puddle,microscope,puddle,-31.921875,-32.10546875,step200000-tokens838B,0.5457699469764457,0.18359375,microscope and puddle,puddle and microscope,0,7785003,1995922,yes,0,0,0,0,0,0,1.361093092,-1,1,1,0.5380018756807323,0.15230121539262784,838B,838,microscope and,and puddle,puddle and,and microscope,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
111,compass and swan,compass,swan,-30.8203125,-29.712890625,step200000-tokens838B,0.2483518431171352,-1.107421875,compass and swan,swan and compass,0,8062871,6606003,yes,0,-1,0,0,0,0,0.1992909155,-1,-1,-1,0.3708152793305254,-0.5287208479114315,838B,838,compass and,and swan,swan and,and compass,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
112,bonsai and cathedral,bonsai,cathedral,-30.8873291015625,-29.79876708984375,step200000-tokens838B,0.25188915766578696,-1.08856201171875,bonsai and cathedral,cathedral and bonsai,0,1815798,13471166,yes,0,1,0,-1,0,0,-2.004026509,1,1,1,0.5395465675635667,0.15851737045890035,838B,838,bonsai and,and cathedral,cathedral and,and bonsai,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
113,honeycomb and violin,honeycomb,violin,-31.873046875,-32.3125,step200000-tokens838B,0.6081287136691501,0.439453125,honeycomb and violin,violin and honeycomb,0,1932161,7817934,yes,0,0,-1,0,0,0,-1.39778126,0,0,0,0.37378558748909785,-0.5160104869203551,838B,838,honeycomb and,and violin,violin and,and honeycomb,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
114,sailboat and stadium,sailboat,stadium,-31.93359375,-31.4404296875,step200000-tokens838B,0.37914847916312294,-0.4931640625,sailboat and stadium,stadium and sailboat,0,1395717,34697787,yes,0,0,0,0,0,0,-3.213267648,1,2,1,0.46805498281733343,-0.1279543591708569,838B,838,sailboat and,and stadium,stadium and,and sailboat,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
115,acorns and skyscrapers,acorns,skyscrapers,-34.513999938964844,-36.03009033203125,step200000-tokens838B,0.8199620494638592,1.5160903930664063,acorns and skyscrapers,skyscrapers and acorns,0,1180119,1758558,yes,0,1,0,0,0,0,-0.3988788742,1,1,1,0.6354078739692435,0.5554878480782884,838B,838,acorns and,and skyscrapers,skyscrapers and,and acorns,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
116,bell and trellis,bell,trellis,-28.2568359375,-28.9915771484375,step200000-tokens838B,0.6758448351622085,0.7347412109375,bell and trellis,trellis and bell,0,35137586,1261653,yes,0,0,1,0,0,0,3.326848618,1,1,1,0.7395525882810347,1.0436444265019114,838B,838,bell and,and trellis,trellis and,and bell,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
117,inkwell and kite,inkwell,kite,-32.080078125,-31.462890625,step200000-tokens838B,0.35042138058310773,-0.6171875,inkwell and kite,kite and inkwell,0,174191,4339660,yes,0,0,-1,0,0,0,-3.215398885,-1,0,0,0.30493705837289425,-0.8238970156358951,838B,838,inkwell and,and kite,kite and,and inkwell,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
118,foxglove and trombone,foxglove,trombone,-34.428466796875,-36.455078125,step200000-tokens838B,0.8835629059486615,2.026611328125,foxglove and trombone,trombone and foxglove,0,216536,1431092,yes,0,0,-1,0,0,0,-1.888436253,0,1,1,0.4033314040851072,-0.3916032768872064,838B,838,foxglove and,and trombone,trombone and,and foxglove,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
119,carousel and quill,carousel,quill,-30.048828125,-34.265625,step200000-tokens838B,0.985468477364245,4.216796875,carousel and quill,quill and carousel,0,3529054,1376012,yes,0,0,1,0,0,0,0.941840386,-2,0,0,0.5537956900882893,0.2160188871735107,838B,838,carousel and,and quill,quill and,and carousel,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
120,lighthouse and onion,lighthouse,onion,-30.404296875,-30.57421875,step200000-tokens838B,0.5423785498964897,0.169921875,lighthouse and onion,onion and lighthouse,0,6309314,19984482,yes,0,-1,-1,0,0,0,-1.152929118,0,1,1,0.359488077822755,-0.5775867216312712,838B,838,lighthouse and,and onion,onion and,and lighthouse,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
121,cactus and chessboard,cactus,chessboard,-29.9990234375,-30.646728515625,step200000-tokens838B,0.6564931210888026,0.647705078125,cactus and chessboard,chessboard and cactus,0,3875670,482471,yes,0,0,0,0,1,0,2.083553015,0,-1,-1,0.5131064020567846,0.05243762058559276,838B,838,cactus and,and chessboard,chessboard and,and cactus,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
122,gallery and raindrop,gallery,raindrop,-32.337890625,-34.7646484375,step200000-tokens838B,0.9188450948750359,2.4267578125,gallery and raindrop,raindrop and gallery,0,47192034,300207,yes,0,0,0,0,0,0,5.057508149,-1,-2,-1,0.5816477613097263,0.32954128942895256,838B,838,gallery and,and raindrop,raindrop and,and gallery,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
123,cricket and plow,cricket,plow,-30.66015625,-33.83984375,step200000-tokens838B,0.9600626857930734,3.1796875,cricket and plow,plow and cricket,0,22371439,2091711,yes,0,1,0,-1,0,0,2.369802709,-1,-1,-1,0.47378718627090877,-0.10494747298827634,838B,838,cricket and,and plow,plow and,and cricket,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
124,gingerbread and fresco,gingerbread,fresco,-32.1484375,-31.62255859375,step200000-tokens838B,0.3714785795312338,-0.52587890625,gingerbread and fresco,fresco and gingerbread,0,2680755,1898238,yes,0,0,1,0,0,0,0.3451723838,-1,1,1,0.6186386245432928,0.48377387933797256,838B,838,gingerbread and,and fresco,fresco and,and gingerbread,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
125,cello and sunflower,cello,sunflower,-29.66015625,-30.009765625,step200000-tokens838B,0.5865228501684575,0.349609375,cello and sunflower,sunflower and cello,0,3201808,4859179,yes,0,0,0,0,0,0,-0.4171538433,1,0,0,0.5346079781668849,0.13865361909333598,838B,838,cello and,and sunflower,sunflower and,and cello,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
126,archway and quilt,archway,quilt,-32.51171875,-33.3515625,step200000-tokens838B,0.6984323069261458,0.83984375,archway and quilt,quilt and archway,0,697748,11191695,yes,0,0,0,0,0,0,-2.775069258,-1,0,0,0.40905744318660225,-0.3678632220190442,838B,838,archway and,and quilt,quilt and,and archway,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
127,compass and haystack,compass,haystack,-31.904296875,-29.28125,step200000-tokens838B,0.06766981098181625,-2.623046875,compass and haystack,haystack and compass,0,8062871,777871,yes,0,0,0,0,0,0,2.338464275,0,-1,-1,0.5138878138711385,0.055565547763547996,838B,838,compass and,and haystack,haystack and,and compass,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
128,beacon and millipede,beacon,millipede,-34.31884765625,-33.6708984375,step200000-tokens838B,0.34345182488620823,-0.64794921875,beacon and millipede,millipede and beacon,0,6961993,123796,yes,0,-1,0,0,1,0,4.029586013,1,-1,-1,0.5305650404604544,0.12241279500668178,838B,838,beacon and,and millipede,millipede and,and beacon,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
129,parchment and windmill,parchment,windmill,-32.58203125,-30.228515625,step200000-tokens838B,0.08678673721804313,-2.353515625,parchment and windmill,windmill and parchment,0,4503266,1674006,yes,0,0,0,0,0,0,0.989583355,0,-1,-1,0.4850515353807142,-0.05981168314673041,838B,838,parchment and,and windmill,windmill and,and parchment,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
130,candlestick and meadow,candlestick,meadow,-30.8978271484375,-31.45269775390625,step200000-tokens838B,0.6352648686927744,0.55487060546875,candlestick and meadow,meadow and candlestick,0,1123593,4852235,yes,0,1,0,0,0,0,-1.462907837,-1,1,1,0.5398265144325476,0.15964425745012975,838B,838,candlestick and,and meadow,meadow and,and candlestick,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
